customer_id,age,gender,country,registration_date,loyalty_score,lifetime_value,churn_label
CUST004099,32,Male,India,2022-12-04,67.73,5862.7,0
CUST004100,70,Male,Australia,2022-12-02,57.72,1411.25,0
CUST004101,31,Male,Australia,2018-05-22,19.13,8207.36,1
CUST004102,51,Male,France,2018-03-11,93.69,7607.31,0
CUST004103,61,Male,Canada,2019-01-09,66.41,5176.24,0
CUST004104,51,Other,France,2022-10-10,12.7,1264.88,0
CUST004105,63,Female,Germany,2021-06-23,30.54,3237.45,0
CUST004106,62,Male,France,2022-10-08,17.4,15239.11,0
CUST004107,68,Female,Canada,2021-07-29,1.58,11200.42,0
CUST004108,65,Male,Germany,2018-11-03,37.95,10180.34,0
CUST004109,65,Other,Germany,2020-11-21,56.28,6336.02,0
CUST004110,31,Male,India,2019-08-13,29.51,14694.7,0
CUST004111,63,Other,UK,2018-12-21,87.13,3932.37,0
CUST004112,22,Male,India,2019-01-25,9.76,17966.14,0
CUST004113,59,Male,Canada,2022-12-05,34.99,11071.22,0
CUST004114,42,Other,USA,2018-05-01,35.95,2603.47,0
CUST004115,33,Female,Canada,2020-11-30,58.93,10550.3,0
CUST004116,63,Other,Brazil,2019-02-22,20.3,9092.19,1
CUST004117,28,Female,France,2020-12-26,79.69,11849.48,0
CUST004118,60,Female,Germany,2018-06-28,9.69,11005.63,0
CUST004119,40,Female,Brazil,2023-01-17,70.27,15874.8,0
CUST004120,41,Other,Canada,2022-03-10,62.91,3137.9,0
CUST004121,27,Other,USA,2020-02-16,71.02,13579.1,0
CUST004122,23,Other,Brazil,2021-06-20,2.44,8293.78,0
CUST004123,53,Male,UK,2021-09-08,33.3,13421.3,0
CUST004124,29,Other,Brazil,2021-01-30,21.61,11858.35,0
CUST004125,48,Male,UK,2021-08-14,91.32,15976.27,0
CUST004126,30,Female,India,2019-03-17,92.15,19572.27,0
CUST004127,55,Male,USA,2021-09-04,1.07,12492.55,1
CUST004128,27,Other,India,2018-12-20,41.28,17211.1,0
CUST004129,28,Male,France,2022-12-11,25.18,19622.49,0
CUST004130,55,Male,Canada,2021-09-08,61.37,15891.39,0
CUST004131,27,Male,Germany,2021-02-01,8.56,3750.81,1
CUST004132,62,Male,India,2020-01-15,75.84,537.53,0
CUST004133,37,Female,France,2023-04-09,81.69,377.59,0
CUST004134,59,Female,Brazil,2022-01-24,65.71,7365.37,0
CUST004135,43,Female,India,2022-07-14,61.15,13951.02,0
CUST004136,39,Female,Canada,2021-03-15,34.25,2248.45,0
CUST004137,67,Female,UK,2023-05-06,6.96,11819.83,1
CUST004138,56,Other,Brazil,2020-07-04,52.07,14869.8,1
CUST004139,29,Female,UK,2021-03-15,50.97,8506.67,0
CUST004140,33,Other,Brazil,2019-11-10,39.81,626.29,0
CUST004141,49,Other,UK,2023-02-09,33.56,19522.8,1
CUST004142,70,Female,Germany,2021-12-20,87.36,6654.62,0
CUST004143,51,Male,Germany,2021-02-17,58.78,16961.21,0
CUST004144,61,Male,Germany,2022-07-22,44.13,457.36,0
CUST004145,64,Other,USA,2020-03-24,7.45,10256.82,0
CUST004146,20,Male,Canada,2018-12-21,96.94,13894.87,0
CUST004147,56,Other,Brazil,2020-09-28,7.09,3868.28,0
CUST004148,54,Female,Australia,2020-11-02,77.13,16844.65,0
CUST004149,65,Other,Australia,2021-11-20,61.77,12924.02,0
CUST004150,29,Male,France,2020-01-02,2.83,16587.75,0
CUST004151,66,Male,India,2022-06-24,78.83,5254.8,1
CUST004152,33,Female,UK,2019-09-11,70.87,4375.61,0
CUST004153,68,Other,Australia,2022-10-18,4.03,4102.62,1
CUST004154,40,Male,India,2018-05-17,17.86,6821.19,0
CUST004155,23,Male,Germany,2021-03-14,41.84,10219.92,0
CUST004156,67,Other,Australia,2018-12-09,47.68,5486.42,0
CUST004157,37,Male,Brazil,2018-07-09,2.92,12141.52,1
CUST004158,65,Other,India,2022-11-13,39.57,6043.58,1
CUST004159,30,Male,France,2022-08-14,86.69,14960.19,0
CUST004160,31,Other,Brazil,2018-06-19,85.78,9950.16,1
CUST004161,25,Male,France,2023-06-05,13.09,13954.81,1
CUST004162,64,Male,UK,2018-11-06,20.61,8880.47,1
CUST004163,61,Other,Brazil,2018-08-30,6.5,16523.64,0
CUST004164,60,Male,USA,2022-03-22,12.59,18071.64,1
CUST004165,65,Other,UK,2022-04-29,86.42,9345.2,1
CUST004166,43,Male,Germany,2020-02-23,74.44,12426.96,0
CUST004167,25,Other,USA,2018-03-27,80.31,8692.92,0
CUST004168,39,Other,Brazil,2022-01-20,78.58,9302.89,0
CUST004169,57,Other,India,2019-02-10,94.1,9778.8,1
CUST004170,30,Female,France,2021-03-17,46.26,15722.93,0
CUST004171,18,Other,Germany,2021-01-03,82.16,11134.33,0
CUST004172,60,Female,UK,2022-12-01,17.98,9408.39,1
CUST004173,36,Male,UK,2022-05-27,96.81,15084.43,1
CUST004174,68,Other,France,2018-02-16,81.12,753.23,0
CUST004175,39,Male,Australia,2018-10-15,46.79,12967.76,0
CUST004176,56,Female,France,2018-11-04,83.0,1080.55,0
CUST004177,70,Other,India,2022-09-17,85.24,11013.18,0
CUST004178,40,Other,France,2020-01-22,19.73,6413.38,0
CUST004179,69,Other,USA,2018-05-16,28.19,10664.09,0
CUST004180,63,Other,Australia,2019-03-16,5.17,3254.87,1
CUST004181,55,Female,USA,2021-11-23,81.27,2738.82,0
CUST004182,47,Male,Germany,2019-04-14,23.34,9122.08,1
CUST004183,40,Other,Australia,2020-05-18,51.71,15295.85,0
CUST004184,37,Male,India,2020-03-04,44.73,15818.31,0
CUST004185,22,Other,Germany,2019-06-16,61.83,2350.68,1
CUST004186,21,Female,UK,2020-09-13,15.63,8796.97,0
CUST004187,48,Male,Brazil,2018-11-28,39.69,14896.53,1
CUST004188,56,Other,USA,2018-12-07,58.07,7823.85,0
CUST004189,23,Female,France,2022-01-17,17.08,4614.06,0
CUST004190,44,Male,Germany,2018-02-15,57.55,8526.43,0
CUST004191,51,Other,UK,2019-07-31,51.49,3496.48,0
CUST004192,28,Other,USA,2019-06-19,66.29,17065.52,0
CUST004193,36,Male,India,2021-12-25,25.79,9881.13,1
CUST004194,57,Female,France,2018-02-04,97.55,6731.51,0
CUST004195,67,Other,Brazil,2021-03-01,59.5,1894.89,0
CUST004196,68,Female,UK,2023-01-03,60.6,1883.67,0
CUST004197,61,Female,Australia,2021-04-23,95.92,14341.69,0
CUST004198,29,Male,Canada,2022-09-24,78.82,14111.68,0
CUST004199,26,Female,Brazil,2018-08-06,58.97,9053.26,0
CUST004200,20,Other,USA,2018-08-15,85.84,19141.03,0
CUST004201,68,Other,UK,2022-06-21,49.9,18637.55,1
CUST004202,69,Other,France,2018-02-24,58.33,10813.85,0
CUST004203,46,Female,Canada,2018-07-25,45.45,4264.83,0
CUST004204,49,Male,France,2018-07-04,0.37,4905.97,0
CUST004205,18,Other,UK,2021-01-19,50.97,7661.2,0
CUST004206,41,Female,UK,2021-10-04,44.85,19614.9,0
CUST004207,64,Male,Australia,2018-03-04,35.03,9098.44,0
CUST004208,23,Male,USA,2020-08-07,13.35,1054.36,0
CUST004209,33,Male,Brazil,2018-07-28,77.54,11456.6,0
CUST004210,23,Male,Canada,2019-11-12,76.07,3082.27,0
CUST004211,35,Female,Canada,2020-12-22,57.18,5147.49,0
CUST004212,29,Male,India,2020-03-31,22.81,329.37,1
CUST004213,45,Male,Australia,2021-03-03,13.03,6254.44,0
CUST004214,61,Female,Brazil,2020-12-17,11.69,19718.58,0
CUST004215,56,Female,Brazil,2020-05-29,30.86,2693.45,1
CUST004216,53,Male,Australia,2018-09-04,19.91,11795.29,1
CUST004217,69,Male,France,2021-10-06,6.4,17262.44,1
CUST004218,46,Female,France,2022-07-17,96.15,5010.27,0
CUST004219,70,Male,UK,2020-06-13,45.01,540.48,0
CUST004220,51,Male,Germany,2018-05-12,64.07,8337.13,0
CUST004221,19,Male,USA,2020-08-30,27.01,4216.06,0
CUST004222,44,Female,UK,2020-04-05,65.4,8382.72,0
CUST004223,58,Other,USA,2019-11-08,17.97,13813.27,0
CUST004224,25,Male,Brazil,2022-06-17,56.51,17187.57,0
CUST004225,47,Male,Canada,2021-09-27,11.75,15734.77,1
CUST004226,59,Female,India,2022-03-14,67.35,2388.72,0
CUST004227,53,Male,Canada,2023-04-13,69.48,8886.79,0
CUST004228,33,Other,UK,2019-10-08,94.5,2918.07,0
CUST004229,20,Female,USA,2018-12-19,64.28,7701.4,0
CUST004230,59,Other,Brazil,2019-09-02,95.68,6666.5,0
CUST004231,68,Other,Brazil,2020-03-19,96.22,18039.57,0
CUST004232,22,Male,Brazil,2021-08-20,27.04,16090.48,0
CUST004233,25,Female,France,2021-11-04,99.56,5127.99,0
CUST004234,36,Male,France,2022-03-16,43.68,10451.6,0
CUST004235,24,Male,India,2023-05-11,29.49,403.77,0
CUST004236,21,Female,Brazil,2023-05-05,22.01,5710.54,0
CUST004237,32,Male,Australia,2019-05-24,44.36,3504.94,0
CUST004238,65,Other,Canada,2019-03-08,87.33,14127.73,0
CUST004239,25,Other,Brazil,2023-02-11,8.52,13036.84,0
CUST004240,63,Female,Germany,2018-05-18,65.37,19128.8,0
CUST004241,60,Male,USA,2022-10-03,0.3,5033.86,1
CUST004242,50,Female,Germany,2018-04-15,92.78,18649.46,1
CUST004243,21,Male,USA,2020-04-21,72.06,15338.69,0
CUST004244,58,Female,UK,2021-09-14,9.15,10326.13,0
CUST004245,52,Male,India,2023-01-22,23.16,3706.24,0
CUST004246,66,Other,Brazil,2021-12-08,81.03,2787.26,0
CUST004247,25,Male,Brazil,2023-01-12,46.87,18777.71,0
CUST004248,52,Other,Canada,2022-02-05,18.58,19562.07,0
CUST004249,19,Male,France,2020-11-06,99.43,11156.78,0
CUST004250,52,Male,Germany,2019-09-15,17.01,6390.49,0
CUST004251,40,Other,India,2020-07-13,42.45,6255.55,0
CUST004252,50,Female,Brazil,2020-06-20,28.06,19447.37,0
CUST004253,29,Male,USA,2021-01-09,15.34,14693.23,1
CUST004254,44,Female,Australia,2018-04-06,0.04,11964.04,0
CUST004255,29,Male,France,2018-07-11,91.59,5829.89,0
CUST004256,56,Female,UK,2019-09-06,18.55,13068.43,0
CUST004257,23,Male,Brazil,2021-09-30,71.26,13791.81,0
CUST004258,35,Male,France,2021-04-24,31.93,5118.83,0
CUST004259,27,Female,France,2020-10-30,95.59,18473.66,0
CUST004260,48,Other,USA,2021-10-04,45.73,16939.26,0
CUST004261,40,Male,UK,2021-04-20,45.23,8545.34,0
CUST004262,23,Other,France,2022-06-07,15.68,8585.48,1
CUST004263,20,Female,India,2020-05-24,53.74,547.84,0
CUST004264,61,Other,India,2019-08-05,44.41,15648.99,0
CUST004265,40,Male,Brazil,2020-02-12,68.0,12739.62,0
CUST004266,69,Other,France,2022-10-26,90.96,458.84,0
CUST004267,20,Other,France,2021-08-03,55.7,15768.24,0
CUST004268,57,Female,France,2019-08-03,54.13,6545.52,0
CUST004269,34,Other,France,2022-01-15,13.63,17762.51,1
CUST004270,50,Female,Germany,2020-07-16,47.08,17574.49,1
CUST004271,27,Other,Australia,2018-01-24,58.59,13516.42,1
CUST004272,28,Female,India,2018-10-19,80.43,13217.2,0
CUST004273,35,Other,Germany,2020-04-12,39.81,10321.3,1
CUST004274,54,Male,Canada,2023-06-05,80.3,7535.64,0
CUST004275,62,Other,India,2020-12-26,38.81,2004.23,0
CUST004276,45,Male,Canada,2022-12-08,91.46,1911.62,0
CUST004277,66,Other,Brazil,2018-11-06,64.82,8322.57,0
CUST004278,45,Male,UK,2018-05-20,40.56,13623.08,1
CUST004279,31,Male,India,2018-06-01,6.71,11914.75,0
CUST004280,56,Other,Germany,2022-03-28,77.2,16581.43,0
CUST004281,31,Other,France,2022-11-24,17.05,17958.64,1
CUST004282,48,Other,France,2019-03-13,65.61,17648.91,0
CUST004283,29,Male,USA,2019-12-01,48.53,10886.46,0
CUST004284,53,Other,UK,2019-10-20,91.9,18008.2,0
CUST004285,62,Male,Germany,2022-05-16,44.82,5560.81,0
CUST004286,35,Female,Brazil,2023-05-13,39.32,7816.51,1
CUST004287,57,Male,France,2018-09-13,28.69,5444.73,1
CUST004288,30,Other,Canada,2018-03-06,86.11,1490.25,0
CUST004289,54,Female,France,2022-06-02,67.76,3539.12,0
CUST004290,66,Other,Brazil,2020-08-20,34.45,1324.71,0
CUST004291,65,Male,Germany,2023-03-23,27.0,15391.58,0
CUST004292,52,Other,USA,2021-05-02,88.5,4508.39,0
CUST004293,64,Male,France,2023-05-13,46.35,9459.45,0
CUST004294,27,Male,Canada,2021-02-02,87.36,15279.7,1
CUST004295,44,Other,UK,2019-07-09,51.31,13447.87,0
CUST004296,38,Other,Germany,2022-09-16,84.74,289.83,0
CUST004297,42,Female,France,2021-07-07,40.29,18154.14,0
CUST004298,57,Male,France,2021-01-07,74.03,10902.54,0
CUST004299,46,Female,France,2021-01-30,52.96,7020.62,0
CUST004300,23,Female,Australia,2021-11-11,52.05,13142.13,0
CUST004301,69,Other,USA,2019-10-05,41.84,14311.65,1
CUST004302,26,Other,Germany,2021-06-10,86.12,3178.23,1
CUST004303,67,Female,Australia,2021-11-08,45.15,8219.6,0
CUST004304,42,Other,USA,2023-03-18,68.75,5072.36,0
CUST004305,48,Male,France,2018-05-25,64.03,17562.04,0
CUST004306,32,Other,France,2018-05-07,41.81,18229.21,0
CUST004307,33,Female,Germany,2019-10-06,99.32,2211.23,1
CUST004308,34,Female,Australia,2021-04-01,23.31,19012.56,0
CUST004309,49,Male,USA,2020-02-16,95.83,2044.37,1
CUST004310,59,Other,Canada,2021-09-05,1.5,3305.89,0
CUST004311,51,Other,Canada,2019-09-04,99.6,3681.99,0
CUST004312,42,Female,Canada,2019-08-24,50.25,16983.51,0
CUST004313,53,Other,France,2022-02-25,2.04,12129.33,0
CUST004314,21,Female,France,2020-04-20,27.7,17260.46,1
CUST004315,70,Female,Australia,2018-01-30,28.35,13766.44,0
CUST004316,49,Female,Australia,2020-01-16,67.42,4507.72,0
CUST004317,54,Female,Canada,2018-03-01,3.48,8244.07,0
CUST004318,32,Male,USA,2023-05-30,28.92,16198.66,0
CUST004319,68,Female,Canada,2019-05-12,80.04,9194.78,0
CUST004320,42,Male,Germany,2022-11-29,60.65,12124.76,0
CUST004321,62,Female,USA,2019-11-21,82.72,8557.55,1
CUST004322,39,Other,Australia,2021-07-19,27.54,5374.19,1
CUST004323,18,Other,France,2018-04-20,53.62,9038.05,0
CUST004324,25,Male,Germany,2019-01-18,44.01,1913.63,0
CUST004325,66,Female,France,2023-05-27,71.86,4353.36,0
CUST004326,62,Other,Brazil,2020-09-06,19.7,8313.89,1
CUST004327,66,Female,UK,2018-10-03,22.78,11718.78,0
CUST004328,23,Male,Canada,2018-08-01,37.15,9033.34,0
CUST004329,23,Female,Canada,2018-07-24,53.72,4150.36,0
CUST004330,58,Female,USA,2020-11-24,15.58,17620.4,1
CUST004331,52,Male,UK,2023-01-27,43.37,8300.66,0
CUST004332,43,Female,Brazil,2020-11-23,3.56,10009.73,0
CUST004333,30,Male,Germany,2018-09-19,55.42,11220.93,0
CUST004334,40,Female,USA,2022-12-13,70.7,3631.89,0
CUST004335,46,Male,France,2019-07-14,25.22,16233.54,0
CUST004336,28,Other,France,2022-10-13,94.72,2805.06,1
CUST004337,25,Male,USA,2022-02-04,49.76,4362.11,0
CUST004338,32,Other,Brazil,2019-05-30,6.01,6577.52,1
CUST004339,40,Other,France,2020-05-30,14.37,14227.67,0
CUST004340,21,Female,Australia,2020-12-26,53.37,2962.31,0
CUST004341,28,Female,Canada,2021-07-25,0.92,16182.33,0
CUST004342,37,Male,UK,2018-12-25,17.62,12163.71,0
CUST004343,66,Male,Australia,2021-11-23,33.69,11751.17,0
CUST004344,69,Female,USA,2020-01-12,31.57,1830.1,1
CUST004345,45,Female,Canada,2023-04-19,22.3,3842.37,0
CUST004346,59,Female,Australia,2019-08-08,42.8,13199.85,0
CUST004347,30,Male,UK,2022-11-17,26.38,340.19,1
CUST004348,27,Other,Brazil,2019-02-01,51.89,12154.61,0
CUST004349,57,Other,Brazil,2021-01-05,96.29,11830.47,0
CUST004350,64,Male,Brazil,2021-06-25,47.12,11510.69,0
CUST004351,43,Male,India,2022-05-04,92.79,16584.73,0
CUST004352,59,Other,Germany,2021-08-14,32.3,4821.36,0
CUST004353,30,Other,France,2018-03-04,26.26,10137.98,0
CUST004354,22,Female,Australia,2022-08-06,74.4,10114.06,0
CUST004355,52,Male,UK,2021-09-03,6.78,14499.26,0
CUST004356,33,Male,Canada,2020-03-03,80.6,5861.01,0
CUST004357,30,Male,France,2021-07-25,66.41,8589.18,0
CUST004358,32,Female,Germany,2022-06-12,88.91,16919.99,0
CUST004359,32,Female,India,2023-01-05,52.54,13860.96,0
CUST004360,20,Other,UK,2018-01-25,88.33,9964.77,0
CUST004361,43,Female,Brazil,2022-01-04,31.33,15097.96,0
CUST004362,22,Female,Australia,2020-11-19,22.01,7831.77,0
CUST004363,34,Female,Australia,2019-07-26,86.57,14516.0,0
CUST004364,21,Other,India,2020-05-25,40.38,4373.42,0
CUST004365,41,Other,UK,2022-12-06,35.6,5753.67,0
CUST004366,31,Female,UK,2021-06-22,17.61,14892.32,1
CUST004367,59,Other,Australia,2021-11-06,25.21,9137.93,1
CUST004368,25,Male,Brazil,2021-05-05,38.59,19643.34,0
CUST004369,60,Female,France,2020-11-15,39.11,1691.65,0
CUST004370,55,Female,Germany,2021-03-09,8.98,11856.0,0
CUST004371,62,Other,USA,2022-04-15,59.94,8433.3,0
CUST004372,48,Other,Germany,2019-10-07,43.18,1173.26,0
CUST004373,35,Female,Germany,2018-08-03,51.65,10144.32,0
CUST004374,20,Male,France,2019-04-22,14.95,2166.4,0
CUST004375,35,Male,India,2018-12-25,12.36,2110.46,0
CUST004376,32,Other,Brazil,2021-08-21,60.97,4010.0,0
CUST004377,33,Other,UK,2019-04-28,25.14,3554.09,1
CUST004378,59,Other,Brazil,2018-08-19,95.78,17106.89,1
CUST004379,70,Male,India,2023-02-28,23.05,6618.57,0
CUST004380,50,Male,India,2020-11-24,20.99,9888.33,1
CUST004381,20,Male,USA,2018-09-06,1.96,13460.22,1
CUST004382,18,Male,UK,2018-12-26,52.32,17982.91,0
CUST004383,47,Female,France,2020-03-01,16.44,16101.77,1
CUST004384,19,Other,Brazil,2023-02-07,79.2,2630.91,0
CUST004385,18,Other,UK,2018-09-07,39.86,3486.04,0
CUST004386,41,Female,UK,2019-01-23,25.47,5338.6,1
CUST004387,64,Male,Canada,2023-02-22,55.62,8287.08,0
CUST004388,33,Other,UK,2021-08-23,94.77,2614.77,0
CUST004389,21,Female,Canada,2022-03-27,97.37,4689.71,0
CUST004390,67,Other,Germany,2022-03-19,77.29,6845.5,0
CUST004391,44,Other,Australia,2019-09-26,14.31,17171.99,0
CUST004392,24,Male,USA,2022-06-07,30.89,13211.22,1
CUST004393,19,Female,France,2022-05-03,56.64,9487.95,0
CUST004394,41,Female,Australia,2018-01-08,49.58,14671.53,0
CUST004395,42,Female,UK,2021-04-19,8.78,13396.8,1
CUST004396,62,Male,France,2023-01-24,89.58,1249.99,0
CUST004397,60,Female,France,2023-01-11,14.07,14360.98,1
CUST004398,18,Other,France,2018-06-01,43.73,8130.62,0
CUST004399,23,Other,UK,2019-09-05,13.7,10184.72,0
CUST004400,32,Female,USA,2023-01-01,12.65,9584.75,0
CUST004401,38,Male,France,2021-01-14,76.36,5239.46,0
CUST004402,55,Female,Brazil,2023-03-05,48.08,19841.12,1
CUST004403,18,Female,India,2021-06-13,68.67,16843.0,0
CUST004404,30,Female,Germany,2021-01-27,41.48,15380.43,0
CUST004405,54,Other,France,2022-01-26,4.05,2545.93,1
CUST004406,47,Male,India,2021-05-27,20.31,8098.84,0
CUST004407,53,Other,UK,2021-02-16,84.57,6990.69,0
CUST004408,60,Other,Brazil,2021-10-28,65.46,14215.35,0
CUST004409,41,Male,Australia,2018-05-29,58.62,7209.12,0
CUST004410,29,Female,Brazil,2020-05-28,57.71,6911.09,0
CUST004411,47,Female,USA,2021-03-12,8.39,19856.8,0
CUST004412,26,Male,UK,2019-04-30,12.72,1539.73,1
CUST004413,62,Female,Brazil,2022-12-10,87.85,6106.51,0
CUST004414,51,Other,Germany,2021-07-16,65.03,6647.21,0
CUST004415,23,Other,USA,2019-09-12,39.15,5316.05,0
CUST004416,54,Female,Germany,2023-01-12,34.3,8272.94,0
CUST004417,47,Female,Australia,2022-05-25,72.04,10279.57,0
CUST004418,25,Female,Brazil,2023-06-13,94.36,933.42,0
CUST004419,23,Other,Germany,2021-12-17,50.31,11726.07,0
CUST004420,56,Male,UK,2020-02-28,92.02,1078.25,1
CUST004421,69,Other,Germany,2021-10-10,57.35,17087.24,0
CUST004422,63,Other,France,2021-05-31,24.19,17538.22,0
CUST004423,35,Male,Germany,2020-06-11,1.9,14675.85,1
CUST004424,48,Female,UK,2023-04-16,93.31,13178.23,0
CUST004425,63,Female,Australia,2022-07-20,43.9,993.13,0
CUST004426,24,Other,Australia,2018-09-28,92.01,9458.89,0
CUST004427,49,Male,Australia,2020-02-03,2.9,13827.44,0
CUST004428,26,Male,Germany,2020-11-01,48.18,2574.47,0
CUST004429,41,Female,USA,2022-11-17,21.43,1383.36,0
CUST004430,64,Male,UK,2018-02-06,57.43,12478.39,0
CUST004431,63,Female,France,2019-03-26,50.57,16360.33,0
CUST004432,47,Male,India,2018-04-19,86.1,12350.93,0
CUST004433,48,Male,Germany,2019-07-25,1.28,13935.07,0
CUST004434,38,Other,Canada,2021-06-05,41.8,11354.59,1
CUST004435,49,Other,Germany,2018-07-02,64.91,7069.71,0
CUST004436,63,Female,India,2019-06-21,91.71,2766.1,1
CUST004437,22,Female,Australia,2020-05-09,67.15,186.76,1
CUST004438,21,Female,USA,2018-05-15,92.47,2338.83,1
CUST004439,41,Male,Germany,2021-03-22,9.49,6726.85,0
CUST004440,69,Male,UK,2022-12-20,37.36,4364.57,1
CUST004441,23,Other,USA,2020-05-25,58.51,8913.99,0
CUST004442,70,Female,USA,2019-04-11,3.42,6461.08,0
CUST004443,30,Male,USA,2018-10-06,81.04,13825.06,0
CUST004444,45,Other,Australia,2022-07-17,72.49,13992.53,0
CUST004445,48,Female,UK,2018-01-10,31.1,2083.31,0
CUST004446,68,Female,Australia,2021-03-21,27.25,16652.53,0
CUST004447,69,Other,Germany,2019-04-10,98.05,9927.56,0
CUST004448,47,Female,India,2020-12-04,0.97,2886.89,0
CUST004449,40,Male,Canada,2020-04-24,32.21,11613.85,1
CUST004450,67,Male,France,2020-08-25,7.51,18872.81,0
CUST004451,57,Other,Germany,2018-06-30,36.51,18260.43,0
CUST004452,69,Female,UK,2019-02-19,78.05,15133.2,0
CUST004453,64,Male,USA,2022-04-28,60.67,12573.0,0
CUST004454,27,Female,France,2018-04-03,63.8,12611.56,0
CUST004455,22,Female,Canada,2019-01-11,55.37,19729.64,0
CUST004456,68,Other,Australia,2022-12-11,73.23,15561.23,0
CUST004457,66,Male,Australia,2020-12-09,87.25,4391.23,0
CUST004458,44,Other,USA,2018-11-07,8.38,9709.6,0
CUST004459,52,Female,USA,2019-07-14,51.41,16600.72,0
CUST004460,30,Other,India,2020-07-06,44.38,11459.98,0
CUST004461,37,Other,India,2019-05-30,52.71,860.24,0
CUST004462,29,Female,India,2023-06-05,61.52,16578.06,0
CUST004463,58,Female,France,2022-06-22,15.75,11927.2,0
CUST004464,21,Female,Australia,2021-01-11,59.36,3367.28,1
CUST004465,46,Female,USA,2022-07-30,12.35,19603.03,0
CUST004466,57,Female,Australia,2020-07-08,39.37,4625.69,1
CUST004467,43,Male,India,2023-05-22,17.13,13385.27,0
CUST004468,70,Male,USA,2022-02-02,60.94,12906.69,0
CUST004469,67,Female,UK,2019-11-14,8.8,17881.34,1
CUST004470,62,Female,USA,2021-07-12,38.93,6336.05,0
CUST004471,24,Male,UK,2021-05-13,46.24,7862.31,0
CUST004472,47,Other,France,2018-07-25,86.36,18592.29,1
CUST004473,19,Male,Australia,2021-11-07,30.35,17292.32,0
CUST004474,46,Other,France,2021-12-13,78.15,18623.07,1
CUST004475,29,Male,USA,2021-12-10,24.58,11581.49,0
CUST004476,41,Male,Australia,2021-06-25,27.45,16499.48,0
CUST004477,35,Other,UK,2023-03-25,0.53,11339.9,0
CUST004478,23,Other,Germany,2018-01-02,33.92,6521.41,1
CUST004479,38,Other,Australia,2023-01-20,64.49,17044.54,0
CUST004480,18,Male,France,2018-05-02,60.92,17078.14,0
CUST004481,21,Male,Australia,2021-12-03,26.46,10438.09,1
CUST004482,64,Male,Australia,2019-03-16,45.05,331.73,0
CUST004483,61,Other,Canada,2021-09-02,55.68,13264.33,0
CUST004484,57,Female,USA,2022-12-29,59.19,14751.97,0
CUST004485,49,Male,Brazil,2018-03-31,57.13,1428.33,0
CUST004486,26,Female,USA,2022-09-26,11.64,11969.84,0
CUST004487,65,Other,Australia,2021-12-21,27.5,1684.94,0
CUST004488,32,Other,UK,2023-02-14,42.96,11131.02,1
CUST004489,36,Other,India,2020-03-15,32.87,14436.63,0
CUST004490,64,Male,India,2022-05-02,64.38,6723.09,0
CUST004491,25,Male,Canada,2021-03-31,75.49,13009.03,0
CUST004492,20,Male,France,2023-04-05,63.74,11113.21,1
CUST004493,62,Female,UK,2021-06-06,1.14,13960.49,1
CUST004494,58,Other,UK,2019-09-07,37.6,18857.93,0
CUST004495,39,Other,Germany,2021-09-01,81.8,11795.12,0
CUST004496,40,Male,Australia,2020-01-06,25.22,4153.98,0
CUST004497,27,Male,Australia,2019-11-29,34.04,9583.7,0
CUST004498,21,Female,Brazil,2018-03-10,29.61,10347.1,0
CUST004499,18,Other,USA,2021-03-28,16.54,19556.48,0
CUST004500,70,Other,USA,2020-05-27,10.79,18645.69,1
CUST004501,63,Female,Brazil,2020-03-03,91.36,10554.67,0
CUST004502,62,Male,Brazil,2022-05-13,72.49,8777.36,0
CUST004503,61,Male,India,2021-11-23,63.0,6877.46,0
CUST004504,36,Female,Australia,2021-03-13,30.12,11606.77,0
CUST004505,18,Female,Brazil,2018-02-12,49.81,11632.77,0
CUST004506,28,Female,Australia,2022-04-03,28.67,7402.46,1
CUST004507,58,Female,USA,2018-11-26,8.39,1140.3,1
CUST004508,42,Female,Canada,2019-03-12,25.35,1577.51,1
CUST004509,29,Female,UK,2020-03-12,10.38,16277.28,0
CUST004510,29,Other,USA,2019-06-06,3.89,13212.96,0
CUST004511,54,Other,Germany,2021-09-16,27.26,17443.76,1
CUST004512,37,Female,UK,2019-03-30,48.5,6180.97,1
CUST004513,68,Male,USA,2022-02-18,51.76,7700.96,0
CUST004514,44,Other,USA,2023-01-02,56.43,2379.2,0
CUST004515,58,Other,France,2018-01-12,99.7,8568.56,0
CUST004516,18,Male,UK,2019-05-13,34.82,14233.18,1
CUST004517,46,Male,Germany,2020-03-15,36.39,16682.16,0
CUST004518,36,Other,Australia,2018-01-14,45.43,14419.21,0
CUST004519,47,Female,Brazil,2023-03-07,10.75,16937.77,1
CUST004520,29,Male,Germany,2021-03-04,73.57,4313.16,0
CUST004521,67,Female,Canada,2021-04-30,14.53,6394.22,1
CUST004522,32,Male,France,2018-04-06,97.61,5210.95,0
CUST004523,29,Male,Germany,2022-12-12,45.61,697.4,0
CUST004524,51,Male,UK,2019-12-26,39.72,11469.27,1
CUST004525,19,Other,Germany,2020-08-06,95.31,10383.05,1
CUST004526,25,Male,Australia,2020-06-30,81.91,10987.84,0
CUST004527,63,Other,USA,2019-04-08,4.08,6368.66,1
CUST004528,62,Male,UK,2020-06-02,57.55,19016.82,0
CUST004529,64,Other,Germany,2021-05-30,85.91,4644.28,1
CUST004530,51,Male,Brazil,2023-02-01,22.01,4103.34,0
